Symbol,S&P 500 Log Return,Predicted S&P 500 Log Return,Actual - Predicted,Return Beta,Constant,R2,Return p value
STZ,-0.02266097190005567,0.28807364063122115,-0.3107346125312772,0.6940701885977258,0.0013214763813453947,0.1,0.013847858027198968
SWK,0.11440534751448526,-0.24645320351446337,0.36085855102894876,1.736066803145265,-0.0018382675898871235,0.5,1.104872222486645e-10
SWKS,0.1720004500057284,0.14701858448309096,0.02498186552263731,2.104296675699212,0.00014281423450523273,0.42,1.2177984486733876e-08
SYF,-0.10579341930109498,-0.5697211164968076,0.4639276971957126,1.3792138559628855,-0.003449380393131926,0.27,1.0852736102162133e-05
SYK,0.02993395302721069,0.11903916218948435,-0.08910520916227394,0.7601114158141313,0.00040229618362795096,0.2,0.00028224245344918563
SYY,-0.06310467601499425,-0.21151346130599452,0.1484087852910002,0.03658129879854541,-0.0011361835094095797,0.0,0.885650721070344
T,-0.28491099762629535,-0.1319453936275903,-0.15296560399870476,0.2718859642486096,-0.0007844250680443479,0.02,0.23472731450528292
TAP,-0.21778261587941028,0.025634617173830816,-0.24341723305324103,0.5651439262421019,-3.531333044891428e-05,0.09,0.01601860171763839
TDG,-0.1234637330652113,0.30926618361501335,-0.4327299166802237,0.5154351991812836,0.0014884646985130034,0.05,0.07280760686043673
TDY,-0.03814936950603177,0.29168586274634234,-0.3298352322523742,0.5872889360650949,0.0013731261185374378,0.09,0.018701147527770766
TEL,0.15961262758367045,-0.2521757580878655,0.41178838567153603,1.3984317702955067,-0.0017661469563953448,0.43,6.897905146401619e-09
TER,0.40859833177006344,-0.37621605738520136,0.7848143891552656,2.3017044444538977,-0.002700313183628845,0.46,1.2227685107963273e-09
TFC,-0.14603505070363368,-0.19423211992567524,0.04819706922204152,1.0401448141089848,-0.0013491031494601289,0.26,1.8036144142602112e-05
TFX,-0.0809880209204623,0.2178084823835123,-0.29879650330397445,0.9147773147972867,0.0008806837155309074,0.28,9.577552483614439e-06
TGT,0.3275120436490502,0.08718699506487632,0.24032504858417383,0.1125075648467046,0.0004295854021252233,0.0,0.8070302527150053
TIF,-0.021686001075956973,0.1746536551717087,-0.19633965624766583,0.19532362519645094,0.0008696774524494297,0.02,0.2770453815825583
TJX,-0.06775111835442525,8.772610191807445e-06,-0.06775989096461711,1.031811442709971,-0.0003133755741873765,0.42,8.006180964892923e-09
TMO,0.36334309403279974,0.11769763396646099,0.24564546006633867,0.9989516421514155,0.0003226104748176908,0.3,3.539488720158449e-06
TMUS,0.24376729434956523,0.6215812091465484,-0.37781391479698295,0.7056426408957027,0.0030919375705575148,0.06,0.0584690652251302
TPR,-0.06254339270900466,-0.2983682322081353,0.23582483949913005,2.3444807263828165,-0.00229922269710469,0.5,1.1924952872497595e-10
TROW,0.009803614710055971,0.16892745460474473,-0.15912383989468876,1.257853447962615,0.0005164657106823386,0.46,8.796697526623351e-10
TRV,0.0008918063773686799,-0.1126116298118087,0.11350343618917738,0.7151211346283352,-0.0008162226675760888,0.16,0.0012461751975301214
TSCO,0.29117351091482035,-0.036941337956500196,0.3281148488713208,0.2221468886652826,-0.00026397564368413605,0.01,0.39296637561352743
TSN,-0.22176333684438365,-0.5841076849367736,0.3623443480923899,0.7478157064979886,-0.0033341116851879427,0.1,0.011203688837297759
TT,0.26856987219944184,0.1621300204165265,0.10643985178291568,1.1286487542004022,0.0005195562625963542,0.51,5.963709302773539e-11
TTWO,0.35439120703741533,-0.48769059460978775,0.8420818016472031,1.2265750845176897,-0.0029666823960455392,0.1,0.010073262544071704
TWTR,0.11465428823486562,0.593601227130424,-0.47894693889555817,1.323945613617331,0.0027552926514735144,0.12,0.006306520724095456
TXN,0.16268784731459363,0.002944282969996114,0.15974356434459747,1.9121431222477212,-0.0005651700199766029,0.62,1.7048650233846188e-14
TXT,-0.08157894669439836,-0.2749208865109185,0.19334193981652056,1.529869807501141,-0.001927057197452848,0.28,8.476113680589014e-06
TYL,0.22714650257859503,0.3579240031531061,-0.13077750057451115,0.5124011549649827,0.0017482045064440696,0.11,0.007234839864686473
UA,-0.12895824548159407,-0.4275360362114423,0.2985777907298482,1.2454881445190447,-0.002652456357052044,0.06,0.05618274744175372
UAA,-0.10690394326791575,-0.44028394872877175,0.33338000546085667,1.2224949472543816,-0.0027132800067355186,0.05,0.0938124086238259
UAL,-0.711444956604617,-0.8692867507581099,0.15784179415349325,2.21708461358407,-0.005297325584083936,0.54,9.192675590610601e-12
UDR,-0.25539382963493384,0.05645654961333152,-0.3118503792482655,0.2616278723091568,0.00022082891790416593,0.04,0.12706575599153355
UHS,-0.04283799320611604,-0.24613924856590957,0.20330125535979343,0.7268883214773627,-0.0015300503502971572,0.17,0.0007643553551035309
ULTA,-0.12358108445451599,0.3519314171057648,-0.47551250156028024,1.0990711552707062,0.001538122628202072,0.1,0.011681546982951678
UNH,0.15267572653883738,0.12471833003507946,0.027957396503757816,1.3317579380895168,0.0002588616226276212,0.29,4.499124636467516e-06
UNM,-0.35235534867558416,-0.35969160862504806,0.007336259949463998,1.926207475535085,-0.0024983565139284005,0.38,6.270029047174321e-08
UNP,0.10315646561985936,-0.15703872712959377,0.26019519274945324,1.4833475211849645,-0.0012858928614731522,0.5,7.576466061621081e-11
UPS,0.42726884978433777,-0.6439275294427887,1.0711963792271262,1.090920377118453,-0.0037565235539092656,0.2,0.00021512827687855278
URI,0.2999960450203183,-0.4576048919484372,0.7576009369687554,2.368542540922136,-0.0031535352043308264,0.44,2.471018480199764e-09
USB,-0.23439378176167036,-0.3920879684234464,0.1576941866617762,0.8806342632183237,-0.0023530750753036176,0.34,5.890211782026841e-07
V,-0.013355878825000111,0.3012945700282901,-0.31465044885328997,1.120271922654142,0.0012623377684165614,0.4,2.262454620915266e-08
VAR,0.1704274837958435,0.2624175005129898,-0.09199001671714638,0.6993600752279575,0.0011834006991029242,0.2,0.00021063776477241495
VFC,-0.04776550087977504,-0.32015380296786633,0.27238830208809145,1.0612017101606355,-0.0020252955621338697,0.14,0.0022430981118127078
VLO,-0.49135216236145407,-0.8209952297179532,0.32964306735649856,1.3659639107124326,-0.004781920032150874,0.24,4.2385255626741435e-05
VMC,0.018875400753102237,-0.24737709782844935,0.26625249858155187,0.7316043867627546,-0.0015380672031884753,0.1,0.011314715762332048
VNO,-0.5138850789670255,-0.13661079216459507,-0.37727428680243086,0.4828153010112846,-0.0008733127481070626,0.06,0.0548727919105641
VRSK,0.18238042134737587,0.43948408500572167,-0.25710366365834575,0.5906124118553246,0.0021582773388290322,0.22,0.00012916003186404823
VRSN,-0.06210811795246762,0.1539033535149366,-0.2160114714674042,1.1391136300826374,0.00047261859358360946,0.28,1.0219214225010232e-05
VRTX,-0.09413238501024332,0.3275834452424056,-0.421715830252649,0.9046752326566371,0.0014676616930115853,0.19,0.00034936425178118055
VTR,-0.1660556385870109,0.02155838019104938,-0.18761401877806025,0.1158615020977594,7.947823578002957e-05,0.01,0.5665309005296459
VTRS,-0.29568848982747475,0.17597684423042614,-0.47166533405790045,1.7133240390408497,0.00041560907342197667,0.3,3.877435619300305e-06
VZ,0.04762805051302442,-0.121106991097401,0.16873504161042524,0.2983293183488852,-0.0007348064033200943,0.05,0.08960992561428355
WAB,-0.12225964184489069,-0.38403314666616045,0.2617735048212699,1.8205555671778726,-0.0025957400390369733,0.46,1.0923195192977577e-09
WAT,0.07125203204222427,-0.14345072119506594,0.21470275323729007,0.7188569883570421,-0.0009813951877071596,0.13,0.0041450000479799866
WBA,-0.19815589789645882,-0.6667122755522401,0.46855637765578145,0.7449881137795265,-0.0037726388981298674,0.13,0.003940828388283903
WDC,-0.5172193506941332,0.554129406772967,-1.0713487574671,2.2004711193548183,0.002279083457991058,0.32,1.512353452353897e-06
WEC,-0.002639984602779137,0.42814895606364584,-0.430788940666425,0.11788810468321882,0.002241578465672938,0.01,0.43403517080556997
WELL,-0.29125960176945576,0.11362002238299382,-0.40487962415245027,0.08957635970035804,0.000577152176208232,0.0,0.7191342994987352
WFC,-0.6710944283795066,-0.599983593626826,-0.07111083475268026,1.0842049911755383,-0.0035207393540797674,0.29,6.041989401017791e-06
WHR,0.24838932468984165,-0.2642177106071892,0.512607035297031,1.728432599776736,-0.0019304406892453646,0.38,9.383239391389063e-08
WLTW,-0.023653046418811382,0.19499067077405083,-0.21864371719286207,0.7771071961164366,0.0008011309447813761,0.18,0.0005668201653451916
WM,-0.026786996462242918,0.28232255166728615,-0.30910954812952873,0.24957573564613106,0.0014259047700550102,0.05,0.0669974386601781
WMB,-0.07264545924487287,-0.2952273080046633,0.22258184875979048,0.991344200646065,-0.0018714879605031735,0.21,0.00013032368223409745
WMT,0.24625970612137493,-0.08612989617370871,0.3323896022950835,0.30045355979067556,-0.0005494032839857093,0.06,0.05026568299360175
WRB,-0.14328475048254052,0.3713448188332678,-0.514629569315808,0.5395984144115562,0.0018113304056292772,0.12,0.006444073860318025
WRK,-0.0004943266851373876,-0.2826171566859993,0.28212283000086175,1.7161266500088754,-0.002024572037602799,0.38,7.878128829561944e-08
WST,0.5098066006182318,0.3655240216882558,0.14428257892997579,0.46805870457424004,0.0018020995650070808,0.05,0.07258384748463696
WU,-0.21063626654994305,-0.23597887160685613,0.025342605056912867,0.9140618909457853,-0.0015328614891047525,0.13,0.003325030307438058
WY,-0.04134352686971979,-0.07410423542938958,0.032760708559669754,0.9427777185153714,-0.000680548887616497,0.22,0.00011028102461407542
WYNN,-0.39005240039681954,-0.0525687306281267,-0.3374836697686929,2.6109117564951045,-0.0010727094211340734,0.37,9.905761161598494e-08
XEL,0.045427854336082873,0.4632566823807223,-0.4178288280446395,-0.0681237921977714,0.002484824519107422,0.0,0.6539466169647006
XLNX,0.34162456110715844,-0.48863391976294596,0.8302584808701042,2.105280728297919,-0.0032386150222769063,0.32,1.2609224988090246e-06
XOM,-0.5142564903154421,-0.601399478304093,0.08714298798865112,1.0334847567995769,-0.0035128639168214865,0.23,6.040404869805118e-05
XRAY,-0.13170436489553294,-0.0007877333813179526,-0.13091663151421534,0.5479567630696076,-0.00017063698904975935,0.12,0.0049493124015028995
XRX,-0.5301388819890653,-0.4551304395433129,-0.07500844244575253,1.5209823041537294,-0.0028829189886856333,0.43,4.945839791306848e-09
XYL,0.07688944513497821,0.168545409751349,-0.09165596461637081,1.1103017247042481,0.0005592537532849952,0.26,2.0403356134413105e-05
YUM,-0.022302180118191295,0.08327853907247425,-0.10558071919066538,0.6398676661714054,0.00024860525058460563,0.16,0.001066138086191504
ZBH,-0.05563772478550355,0.052010450442024694,-0.10764817522752822,1.1016140554042424,-5.797409191863203e-05,0.34,6.312214449394674e-07
ZBRA,0.36331393699829734,-0.23400660570855936,0.5973205427068564,1.4382701768760688,-0.0016816038120769173,0.25,3.2114958057676295e-05
ZION,-0.2006949927199488,-0.4779443881174368,0.277249395397488,1.3053247966884785,-0.0029387618231403317,0.32,1.1165130968882082e-06
ZTS,0.14043173828591993,0.4320785221103903,-0.2916467838244705,0.8858173306602796,0.0020292148315333345,0.27,1.4487927768906148e-05
