Date,Close,Daily Cases
2020-10-22,3453.489990234375,75325.0
2020-10-23,3465.389892578125,80976.0
2020-10-26,3400.969970703125,66576.0
2020-10-27,3390.679931640625,75990.0
2020-10-28,3271.030029296875,78682.0
2020-10-29,3310.110107421875,90212.0
2020-10-30,3269.9599609375,98515.0
2020-11-02,3310.239990234375,83487.0
2020-11-03,3369.159912109375,124620.0
2020-11-04,3443.43994140625,102869.0
2020-11-05,3510.449951171875,126185.0
2020-11-06,3509.43994140625,125715.0
2020-11-09,3550.5,121366.0
2020-11-10,3545.530029296875,137686.0
2020-11-11,3572.659912109375,143544.0
2020-11-12,3537.010009765625,161245.0
2020-11-13,3585.14990234375,177556.0
